PREC_ID,PREC_NAME,DEM,REP,OTHER,W,B,I,M,O,P,U,A
CC17,CROSS CREEK 17,1569,194,599,337,1662,6,15,80,0,251,11
MB62,MONTIBELLO,1629,370,983,555,1660,18,52,171,1,487,38
G2C-1,CROSS CREEK 23-1-G2,1278,625,963,1163,1143,13,33,126,1,352,35
G9A,HOPE MILLS 3-G9,1116,766,883,1303,896,39,24,130,1,333,39
AH49,ARRAN HILLS,1650,525,1061,908,1561,16,29,185,1,498,38
G5B-1,CROSS CREEK 28-1-G5,2089,253,843,412,2124,12,43,144,0,415,35
G2A,CROSS CREEK 09-G2,2262,869,1256,1403,2210,29,63,182,1,445,54
G10B,HOPE MILLS 4-G10,1132,737,984,1335,897,44,28,145,0,383,21
CU02,CUMBERLAND 2,857,429,632,789,710,28,33,111,0,235,12
CL57-2,CLIFFDALE WEST-2-CL57,1715,376,973,640,1777,14,40,164,3,402,24
CC16,CROSS CREEK 16,1472,51,349,39,1604,5,20,29,0,173,2
EO61-1,EASTOVER 1,984,1021,876,1875,644,39,18,94,1,199,11
G1B,JUDSON-VANDER-G1,1320,1441,1123,2329,981,72,32,126,2,310,32
G7A,BLACK RIVER-G7,342,595,296,901,197,10,4,37,1,79,4
EO61-2,EASTOVER 2,721,731,517,1166,565,23,12,41,0,151,11
G9B-2,HOPE MILLS 2B-G9,1543,1394,1536,2157,1357,108,42,216,2,527,64
G8D,HOPE MILLS 1A-G8,974,831,1088,1523,744,32,32,167,0,370,25
G1A,CROSS CREEK 02-G1,1163,382,624,597,1124,83,17,62,0,267,19
CC01,CROSS CREEK 01,1528,178,594,321,1605,29,27,56,0,244,18
G7B,WADE-G7,332,482,342,864,155,10,6,19,1,97,4
G5C,BRENTWOOD-G5,1143,367,720,643,1090,20,25,124,0,309,19
CC04,CROSS CREEK 04,430,295,420,725,206,9,20,46,0,127,12
CC15,CROSS CREEK 15,941,861,786,1695,490,29,22,75,1,224,52
CC29,CROSS CREEK 29,1078,392,736,670,1016,10,24,133,0,324,29
G2D,LONGHILL-G2,1600,1165,1345,1883,1409,17,37,193,1,452,118
CL57-1,CLIFFDALE WEST-1-CL57,1587,536,1011,776,1586,23,48,222,1,423,55
CC21,CROSS CREEK 21,1807,524,1012,955,1718,23,53,124,1,436,33
CC31,CROSS CREEK 31,822,439,661,856,651,21,26,96,0,259,13
CC03,CROSS CREEK 03,663,292,594,488,647,4,22,83,0,287,18
G3C,PEARCES MILL 3-G3,497,420,408,722,388,28,13,24,0,138,12
CC32,CROSS CREEK 32,734,153,396,224,747,7,14,78,0,198,15
CC25,CROSS CREEK 25,774,442,665,742,678,7,25,106,0,275,48
G4A,CROSS CREEK 30-G4,640,334,536,681,499,17,17,83,0,198,15
CC08,CROSS CREEK 08,410,478,382,945,168,4,4,21,0,110,18
G3A-1,PEARCES MILL 2A-G3,1911,610,1253,1039,1903,59,36,198,1,511,27
G6A,STEDMAN-G6,1163,1964,1320,3154,689,86,21,101,2,377,17
G4B,CROSS CREEK 20-G4,704,477,576,916,469,35,18,74,0,228,17
G5B-2,CROSS CREEK 28-2-G5,1395,310,696,479,1387,7,35,123,1,316,53
CC10,CROSS CREEK 10,533,248,318,455,461,6,16,44,0,102,15
G3B,CROSS CREEK 11-G3,544,273,425,500,469,23,23,45,0,174,8
PB,POPLAR BRANCH,735,1346,1665,3133,141,10,16,49,0,390,7
MY,MOYOCK,834,2822,2488,5137,433,15,26,112,2,397,22
IR,INDIAN RIDGE,235,493,501,1012,116,4,6,20,0,70,1
KI,KNOTTS ISLAND,137,473,450,993,0,1,2,6,0,57,1
WH,WHALEHEAD,169,319,431,820,9,0,2,11,0,74,3
PP,POWELLS POINT,381,624,716,1434,76,3,6,14,0,185,3
CJ,COINJOCK,165,232,328,547,98,0,4,6,0,64,6
CB,CAROVA BEACH,42,73,125,222,0,1,1,2,0,14,0
CI,CHURCHS ISLAND,42,118,121,261,0,0,0,1,0,19,0
GW,GIBBS WOODS,47,132,113,280,2,0,1,1,0,8,0
HAT,HATTERAS,154,188,172,470,3,0,0,1,0,40,0
COL,COLINGTON,832,1230,1456,3129,14,3,9,41,0,308,14
WAN,WANCHESE,284,449,353,986,5,0,2,7,0,86,0
MATO,MANTEO,1560,1447,1704,3927,348,6,13,74,0,335,8
KDH,KILL DEVIL HILLS,1332,1895,2593,5063,60,12,12,104,0,540,29
SOSH,SOUTHERN SHORES,805,1175,1407,3130,7,3,6,26,0,202,13
KTHK,KITTY HAWK,690,1124,1254,2746,21,1,10,34,1,248,7
NGHD,NAGS HEAD,678,856,1108,2402,19,2,4,25,0,182,8
BUX,BUXTON,312,409,411,1013,4,2,3,19,0,89,2
FRCO,FRISCO,201,306,298,740,0,3,2,5,0,55,0
DUCK,DUCK,158,241,268,607,4,0,3,7,0,42,4
AVON,AVON,175,293,305,705,4,0,1,9,0,51,3
CHCA,CHICAMACOMICO,195,202,295,610,4,2,0,3,0,71,2
MH,MANNS HARBOR,166,162,156,436,4,0,0,4,0,37,3
EL,EAST LAKE,19,23,32,66,0,0,0,1,0,7,0
STPT,STUMPY POINT,43,44,47,126,1,0,0,0,0,7,0
16,GUMTREE # 16,418,1732,887,2568,76,8,2,29,0,340,14
70,THOMASVILLE 7 #70,302,1336,643,1941,78,7,3,32,1,205,14
40,MUNICIPAL #40,675,633,592,1377,277,3,11,42,0,176,14
28,LEXINGTON 4 #28,574,1279,909,2119,227,5,6,53,0,320,32
18,HEALING SPRINGS #18,242,1097,609,1742,10,6,2,5,0,176,7
14,EMMONS # 14,172,1159,565,1717,3,3,3,11,0,156,3
08,CENTRAL #08,217,448,371,882,53,4,2,14,0,78,3
88,ABBOTTS CREEK 2 #88,463,1307,737,1916,154,7,3,50,1,349,27
86A,ABBOTTS CREEK 1 #86A,952,1412,1181,2284,502,10,18,82,0,604,45
30,DUNBAR #30,1136,248,520,503,1095,6,9,51,0,228,12
80A,WALLBURG #80A,582,3082,1434,4382,69,9,5,37,0,571,25
04,ARCADIA #04,960,2925,1764,4737,298,10,7,57,0,516,24
78,TYRO #78,529,1684,1104,2856,117,8,7,20,2,302,5
20,HOLLY GROVE #20,390,1451,833,2401,29,4,2,13,0,221,4
72,THOMASVILLE 8 #72,418,1646,875,2423,92,9,8,55,0,340,12
48,REEDS/YADKIN COLLEGE #48,370,1360,774,2237,47,5,4,19,0,182,10
32,ROBBINS #32,499,347,461,725,327,3,3,64,0,176,9
38,EASTSIDE #38,771,192,368,379,728,6,10,54,0,145,9
66,THOMASVILLE 4 #66,554,655,518,1036,352,2,16,53,0,258,10
52,SILVER HILL #52,659,2285,1386,3859,45,6,5,43,0,360,12
74,THOMASVILLE 9 #74,544,2142,1093,3272,70,12,2,32,0,383,8
26,LEXINGTON 3 #26,263,576,371,909,111,5,4,22,0,140,19
84,WEST ARCADIA #84,954,2822,1775,4517,256,8,9,59,0,679,23
56,SOUTH DAVIDSON #56,134,764,382,1125,4,4,1,10,0,135,1
10,COTTON GROVE  #10,540,1194,832,2105,137,6,4,42,0,252,20
82,WELCOME #82,392,1516,891,2407,55,7,7,35,0,265,23
64,THOMASVILLE 3 #64,888,272,382,399,868,4,9,54,0,202,6
76,THOMASVILLE 10 #76,444,1731,899,2587,79,8,6,31,0,354,9
68,THOMASVILLE 5 #68,741,772,618,1224,499,6,14,54,0,317,17
06,BOONE #06,481,1519,991,2552,80,2,2,38,0,312,5
12,DENTON #12,91,470,295,760,5,3,2,5,0,80,1
46,NORTH DAVIDSON # 46,387,1403,783,2203,101,2,1,22,1,239,4
62,THOMASVILLE 2 #62,853,334,455,544,736,6,14,60,0,274,8
34,WESLEY HEIGHTS #34,675,536,633,1076,416,3,2,91,0,196,60
42,LIBERTY #42,246,1485,724,2149,17,4,3,20,0,260,2
54,SILVER VALLEY #54,157,1055,560,1583,4,2,3,10,0,168,2
24,LEXINGTON 2 #24,260,680,465,1116,60,3,2,33,0,159,32
44,MIDWAY #44,774,2091,1000,3079,409,3,4,29,0,332,9
50,REEDY CREEK #50,452,2030,968,3077,31,11,8,21,0,294,8
60,THOMASVILLE 1 #60,1149,1823,1362,2852,610,14,25,133,0,667,33
58,SOUTHMONT #58,550,1725,1045,2849,119,4,4,17,0,324,3
22,LEXINGTON 1 #22,162,471,319,791,34,0,2,10,0,102,13
36,GRIMES #36,458,306,471,774,266,1,6,41,0,134,13
03,CLARKSVILLE,306,1456,863,2268,88,1,7,26,0,234,1
13,HILLSDALE,547,1704,1091,2678,104,1,10,30,0,482,37
14,NORTH MOCKS-COUNTY,343,1121,795,1881,124,3,5,18,0,221,7
02,SOUTH CALAHALN,150,601,338,921,39,2,1,5,0,121,0
11,WEST SHADY GROVE,201,991,525,1486,29,2,2,18,0,179,1
07,JERUSALEM,317,895,526,1423,137,0,2,13,0,158,5
01,NORTH CALAHALN,197,606,317,907,107,1,1,7,0,96,1
04,COOLEEMEE,370,894,622,1420,180,6,4,41,0,231,4
09,SOUTH MOCKSVILLE,419,1070,800,1771,214,3,9,46,0,237,9
08,NORTH MOCKS-CITY,679,900,766,1535,433,5,9,68,1,285,9
12,SMITH GROVE,490,2031,1201,3072,127,5,15,23,0,460,20
10,EAST SHADY GROVE,338,1379,810,2136,58,2,9,14,0,304,4
05,FARMINGTON,320,1369,773,2135,83,5,4,12,0,219,4
06,FULTON,240,924,462,1390,78,1,3,7,0,145,2
WARS,WARSAW,1862,550,737,1021,1576,3,12,107,0,420,10
WALL,WALLACE,1921,1297,1221,2472,1385,7,19,110,0,427,19
KENA,KENANSVILLE,1536,651,782,1449,1173,4,14,51,0,270,8
ROSE,ROSE HILL,807,444,369,785,594,5,8,55,0,170,3
SMCA,SMITH/CABIN,330,398,453,894,157,3,4,16,0,107,0
ALBE,ALBERTSON,410,510,476,963,88,1,5,138,1,197,3
CFRK,CEDAR FORK,108,320,299,628,17,3,1,9,0,69,0
WOLF,WOLFSCRAPE,412,536,596,1137,100,3,1,121,0,179,3
BEUL,BEULAVILLE,659,1237,920,2250,256,5,13,34,0,248,10
FAIS,FAISON,582,305,423,663,408,4,6,73,0,155,1
MAGN,MAGNOLIA,698,335,317,536,521,1,6,81,0,205,0
GLIS,GLISSON,185,219,262,512,39,3,4,25,0,82,1
CYCK,CYPRESS CREEK,261,523,476,1029,123,1,2,4,0,98,3
CHAR,CHARITY,715,314,275,529,606,5,6,38,0,118,2
ROCK,ROCKFISH,418,331,214,511,322,2,4,28,0,96,0
HALL,HALLSVILLE,547,396,395,800,373,1,9,23,0,130,2
CHIN,CHINQUAPIN,261,312,282,608,142,0,6,10,0,86,3
CALY,CALYPSO,204,228,317,560,91,1,4,20,0,72,1
LOCK,LOCKLIN,79,151,92,243,46,2,0,0,0,31,0
01,01,1568,945,978,2068,915,4,24,87,0,366,27
05,05,4441,2126,3850,5211,1890,28,272,281,2,1623,1110
20,20,1336,78,723,1450,292,2,42,56,0,260,35
44,44,2951,1362,2284,4288,1321,10,58,174,0,587,159
55-49,55-49,1303,9,1032,32,1432,6,48,22,1,799,4
45,45,2457,1009,1772,3422,1047,16,45,133,1,479,95
04,04,3622,2954,3000,6562,1641,177,57,172,0,888,79
30-2,30-2,4816,617,2158,1657,4406,11,101,230,0,1120,66
43,43,3630,859,2534,5019,675,24,74,182,0,783,266
02,02,2871,1756,2594,4238,1196,17,143,175,1,1120,331
24,24,2719,1978,1993,4556,1155,8,42,173,0,682,74
32,32,1807,1540,2401,3922,390,8,25,141,1,1072,189
53-1,53-1,1592,424,1408,1940,631,6,40,110,1,532,164
51,51,2946,591,2282,3678,961,24,67,159,0,675,255
52,52,2473,161,813,408,2350,8,60,122,0,477,22
18,18,2535,260,1046,566,2466,17,53,141,1,582,15
07,07,4662,2387,3133,5711,2562,269,98,198,1,1175,168
38,38,4049,818,2892,3703,2012,16,101,250,2,1384,291
35.3,35.3,4679,1201,3676,5098,2267,30,120,344,0,1178,519
33,33,4950,1340,4364,3998,3140,38,119,372,4,2527,456
30-1,30-1,5234,1321,3498,3696,3804,25,106,342,1,1779,300
26,26,1562,1030,1112,2009,1154,10,17,185,0,316,13
50,50,2233,523,1660,2574,841,12,65,136,1,613,174
40,40,1424,188,818,1380,626,14,45,53,0,283,29
16,16,1959,1041,1468,2683,1025,7,34,135,0,534,50
37,37,2695,1115,2218,4210,736,14,49,174,0,689,156
17,17,3179,243,1551,1403,2610,6,69,133,0,681,71
39,39,1641,519,1272,2483,450,9,28,68,0,324,70
31,31,3020,753,2277,2433,1976,16,65,218,1,1174,167
36,36,1846,226,1076,1499,964,8,42,108,1,454,72
46,46,2133,344,1126,1296,1486,9,61,147,0,562,42
54,54,4513,734,3024,3387,2743,21,98,266,0,1482,274
34-1,34-1,1964,224,1015,1095,1479,7,37,99,0,418,68
19,19,2102,194,961,963,1654,8,39,87,1,480,25
53-2,53-2,2250,598,2083,3173,451,6,47,107,1,941,205
15,15,2014,1301,1378,2211,1552,5,50,281,1,567,26
12,12,2089,889,1140,1592,1898,8,39,122,0,402,57
28,28,2399,2193,2348,4393,1366,13,30,416,0,672,50
23,23,5184,1004,2276,2247,4516,20,91,300,0,1134,156
34-2,34-2,3703,288,1762,1281,3140,10,83,178,0,831,230
21,21,2219,405,1071,1809,1325,5,37,76,0,418,25
10,10,2528,365,1215,1075,2242,10,37,114,0,578,52
08,08,2551,1416,1730,3281,1388,9,59,162,0,683,115
27,27,2541,750,1701,2818,1233,7,29,168,0,639,98
09,09,2230,1358,1509,3400,1008,14,29,139,0,426,81
48,48,1017,185,659,987,580,1,19,43,0,202,29
55-11,55-11,1372,43,427,130,1446,2,31,33,1,192,7
47,47,1440,69,412,162,1417,4,20,40,0,253,25
22,22,4444,698,1719,1653,4031,10,75,211,0,829,52
06,06,2356,980,1338,2632,1286,10,39,139,0,482,86
13,13,1940,434,766,715,1978,6,26,89,0,307,19
03,03,3987,2313,3064,6172,1377,154,89,199,0,1128,245
25,25,1280,868,1209,2401,489,4,28,73,0,340,22
14,14,2431,1549,1482,2619,1890,16,50,191,1,645,50
29,29,3363,1015,1736,2306,2777,10,56,166,0,758,41
41,41,1109,22,252,51,1150,1,8,36,0,135,2
42,42,984,23,266,58,1050,1,16,21,0,125,2
0102,TARBORO 2,1870,545,481,1260,1411,8,14,40,0,159,4
0104,TARBORO 4,1290,449,394,991,992,7,8,13,0,121,1
0103,TARBORO 3,1246,529,382,1140,877,0,1,26,0,110,3
1205,ROCKY MOUNT 5,968,37,140,22,1026,5,2,18,0,72,0
1203,WEST EDGECOMBE,1628,788,560,1286,1400,4,13,55,0,216,2
0201,CONETOE,684,265,162,510,522,0,2,8,0,69,0
1101,LEWIS,489,304,193,572,326,4,4,15,0,64,1
1201,ROCKY MOUNT 1,3276,119,565,151,3435,6,20,44,0,303,1
1204,ROCKY MOUNT 4,1390,55,209,62,1461,3,8,8,0,111,1
1001,PINETOPS,1148,543,336,1010,873,4,6,23,0,111,0
0801,OLD SPARTA,666,449,314,851,435,0,5,33,0,105,0
0101,TARBORO 1,1651,139,249,254,1654,3,8,23,0,97,0
1401,SHARPSBURG,280,462,231,725,138,0,5,9,0,94,2
1301,TEMPERANCE HALL,437,441,275,801,261,3,3,11,0,71,3
0901,MACCLESFIELD,426,416,227,802,181,1,3,10,0,65,7
0301,SPEED,251,105,57,200,186,0,0,6,0,19,2
0701,BATTLEBORO,1126,227,231,365,1084,8,2,24,0,98,3
0401,LAWRENCE,377,132,78,243,310,1,2,4,0,27,0
0501,LEGGETT,325,126,106,239,238,1,0,20,0,59,0
1202,ROCKY MOUNT 2,1583,77,267,92,1667,3,11,16,0,130,8
0601,WHITAKERS,676,130,150,250,638,1,2,10,0,54,1
132,132,1210,1579,1523,3180,576,6,26,85,0,375,64
043,043,1758,977,1271,1807,1323,14,21,238,1,590,12
602,602,1991,974,1421,2210,1361,9,32,182,0,545,47
905,905,1365,483,1113,1747,667,5,65,65,0,371,41
705,705,1065,545,848,1435,562,3,14,76,1,320,47
302,302,928,48,328,80,1043,2,11,36,0,129,3
033,033,1732,1719,1609,3063,1248,12,34,117,0,571,15
301,301,796,34,282,34,913,1,7,29,0,127,1
068,068,593,1251,980,2194,258,9,6,37,0,312,8
021,021,1038,3099,1998,5206,276,13,14,75,0,538,13
054,054,639,1087,900,2201,122,1,8,47,0,225,22
072,072,1562,2249,2116,4362,565,4,22,213,0,655,106
404,404,1787,282,969,968,1438,8,29,64,0,493,38
053,053,557,1219,925,2136,177,5,8,67,0,277,31
903,903,1487,837,1490,2556,506,6,70,65,1,524,86
604,604,1076,214,760,828,797,5,35,67,1,297,20
707,707,679,345,515,955,359,5,17,40,0,153,10
131,131,954,1226,1239,2604,364,9,19,54,1,322,46
122,122,2793,1458,2125,2978,2138,16,46,231,0,838,129
071,071,865,1492,1342,2926,256,1,23,61,0,385,47
034,034,1405,2641,1767,4199,779,14,32,132,0,630,27
605,605,1926,697,1192,1551,1464,7,25,201,1,505,61
207,207,1593,256,752,577,1426,3,20,149,1,417,8
808,808,1659,681,1321,1815,1082,8,31,121,0,527,77
063,063,922,1727,1314,2968,496,6,23,83,0,366,21
709,709,1338,827,1121,1905,811,11,16,91,1,369,82
011,011,1776,3346,2391,5589,879,15,23,145,0,803,59
061,061,727,844,773,1605,358,3,17,80,0,266,15
082,082,1990,1369,1289,2339,1642,10,29,96,2,491,39
807,807,547,642,742,1458,140,1,7,68,0,174,83
203,203,1361,60,450,61,1544,2,16,47,0,200,1
908,908,773,991,1020,2209,227,6,9,61,2,216,54
042,042,2122,1908,1872,3309,1433,22,43,225,1,824,45
032,032,1548,2841,1896,4574,757,9,20,134,0,742,49
902,902,1125,253,832,1296,463,6,27,59,0,315,44
607,607,1068,593,759,1523,523,6,16,86,0,242,24
904,904,1472,328,693,778,1240,3,15,106,0,340,11
708,708,1693,1176,1455,2468,1044,5,25,178,0,500,104
906,906,1262,852,1166,2267,527,1,30,74,0,338,43
303,303,663,25,241,25,753,1,6,21,0,123,0
505,505,1233,274,650,561,1147,2,21,115,0,305,6
306,306,1028,147,525,294,1000,8,17,115,0,262,4
201,201,2858,470,1431,1414,2466,6,38,134,0,682,19
507,507,2459,1191,1678,2198,2063,7,44,266,0,700,50
055,055,918,1573,1327,2922,252,11,21,125,0,368,119
701,701,547,457,508,1147,156,3,14,17,0,150,25
403,403,1482,116,497,260,1514,9,25,35,1,243,8
081,081,1672,778,1078,1497,1366,10,28,158,1,451,17
802,802,474,598,486,1427,12,0,2,11,0,103,3
112,112,811,1389,1002,2300,477,8,19,44,0,349,5
704,704,809,337,781,1439,222,4,14,27,0,203,18
603,603,1162,279,776,1337,532,5,20,57,0,252,14
073,073,605,1542,965,2680,100,3,11,39,0,263,16
123,123,1115,965,1052,1984,599,4,14,97,0,382,52
133,133,1329,2550,2168,4951,289,12,18,125,0,563,89
092,092,302,886,538,1431,81,3,5,12,0,187,7
504,504,840,127,452,302,771,4,8,81,0,248,5
703,703,505,251,508,1049,55,2,4,23,0,117,14
111,111,365,909,566,1504,138,7,7,23,1,159,1
015,015,1985,2887,2779,5247,803,21,42,223,2,1161,152
204,204,1210,94,454,315,1141,5,18,60,0,213,6
909,909,530,383,477,863,326,1,4,43,0,138,15
801,801,536,318,496,1041,139,0,14,17,0,129,10
074,074,1049,1124,1264,2393,405,6,31,87,0,397,118
606,606,913,334,612,787,633,5,14,108,0,300,12
503,503,964,144,532,658,613,3,25,64,0,263,14
405,405,1697,38,739,80,1617,6,46,49,0,671,5
014,014,879,1578,1266,2841,278,11,16,92,1,452,32
601,601,976,239,836,1235,449,3,40,63,0,233,28
501,501,1568,101,474,247,1582,7,10,67,1,226,3
012,012,799,2765,1506,4361,148,8,13,72,0,451,17
706,706,587,324,420,754,350,0,10,32,0,166,19
702,702,657,295,668,1233,119,4,22,40,0,179,23
065,065,999,1659,1365,3020,449,11,17,88,1,385,52
806,806,618,687,633,1507,171,0,8,50,0,168,34
013,013,1430,3183,2145,5205,638,7,32,125,0,706,45
809,809,784,920,1010,2315,99,4,8,54,0,184,50
205,205,702,30,224,48,750,1,5,28,0,123,1
805,805,785,781,799,2041,81,1,9,41,0,169,23
083,083,1175,530,595,897,1061,3,24,69,1,240,5
401,401,1375,111,503,196,1475,3,17,56,0,238,4
067,067,591,741,734,1364,339,3,8,46,1,297,8
907,907,807,481,650,1313,322,4,13,67,1,201,17
051,051,833,1222,1108,2415,275,5,13,70,0,334,51
305,305,1130,45,290,62,1240,3,7,35,0,113,5
502,502,1080,73,384,122,1128,3,6,84,1,191,2
402,402,1107,42,328,64,1235,6,14,31,0,126,1
304,304,1658,50,376,51,1841,2,17,25,0,145,3
091,091,471,1037,660,1705,192,3,9,24,0,230,5
803,803,393,758,575,1588,9,1,4,5,0,114,5
066,066,581,1113,863,1916,224,8,18,77,0,295,19
101,101,832,593,686,1267,528,4,9,62,1,229,11
064,064,368,483,506,1010,132,4,9,29,0,168,5
031,031,1670,2164,1978,3759,992,12,32,213,0,761,43
506,506,775,354,578,793,548,5,7,87,0,253,14
901,901,678,458,716,1591,50,2,10,15,0,166,18
206,206,1292,115,410,247,1250,4,12,77,0,222,5
052,052,302,514,431,1089,42,0,5,13,0,88,10
075,075,152,326,255,648,18,0,2,6,0,51,8
062,062,452,853,641,1541,166,6,9,30,0,183,11
804,804,381,453,445,1143,28,1,6,10,0,82,9
15,EAST FRANKLINTON,1741,655,842,1229,1447,2,15,62,1,471,11
10,GOLD MINE,371,334,291,694,199,6,4,17,0,76,0
08,CYPRESS CREEK,946,1033,1151,2180,544,10,14,58,0,315,9
13,PILOT,595,793,604,1422,252,4,8,43,0,249,14
19,WEST YOUNGSVILLE 2,1735,2276,2316,3835,976,13,26,161,1,1247,68
03,WEST FRANKLINTON,1525,1114,1164,2123,1014,8,10,63,0,569,16
17,WEST HARRIS,876,1470,1311,2680,389,11,13,61,0,487,16
12,HAYESVILLE,582,413,355,802,409,3,5,19,0,112,0
09,CEDAR ROCK,612,477,406,1031,329,9,6,18,0,101,1
14,EAST YOUNGSVILLE,1139,1714,1603,3130,558,18,26,74,0,626,24
16,EAST  LOUISBURG COUNTRY,1059,354,450,890,814,6,5,21,0,124,3
01,LOUISBURG CITY,1117,304,514,776,874,7,10,28,0,231,9
02,WEST LOUISBURG COUNTRY,786,344,412,722,604,5,9,25,0,176,1
06,BUNN,731,434,472,864,581,6,6,24,0,150,6
18,WEST YOUNGSVILLE 1,793,1202,1227,2128,338,6,10,51,0,671,18
07,PEARCES,409,752,630,1322,167,5,9,23,0,260,5
05,EAST HARRIS,778,889,761,1608,470,6,11,48,0,283,2
11,SANDY CREEK,899,295,435,749,705,3,6,30,0,136,0
26,CATAWBA HEIGHTS,683,1124,1213,2168,259,9,17,85,0,440,42
17,ROBINSON #2,1327,1543,1315,2701,860,7,21,129,0,425,42
04,FOREST HEIGHTS,1760,1833,1608,2943,1368,7,37,202,0,625,19
29,NEW HOPE,942,2192,1602,3759,309,14,14,63,0,525,52
41,DALLAS #2,900,1525,1177,2599,484,7,19,83,0,394,16
19,SOUTH GASTONIA,1233,1973,1490,3213,758,13,31,138,0,532,11
01,YORK CHESTER,464,359,510,914,235,3,10,22,0,141,8
45,MOUNT HOLLY #1,1224,1258,1384,2397,775,5,21,101,0,531,36
27,SOUTH POINT,926,2173,1661,3794,249,6,15,101,1,504,90
15,ROBINSON #1,1858,2603,2046,4360,1189,15,42,179,0,627,95
16,GASTON DAY,1039,2016,1408,3413,516,3,14,78,0,372,67
25,BELMONT #3,592,977,883,1809,212,13,9,61,0,290,58
30,MCADENVILLE,508,1016,764,1765,167,7,9,52,0,277,11
18,ASHBROOK,2134,1982,2042,3655,1381,18,51,284,0,681,88
05,HEALTH CENTER,1268,535,777,977,1173,6,27,65,0,327,5
09,GRIER,782,548,633,1011,579,6,15,80,0,259,13
20,BESSEMER CITY #1,755,1701,1096,2705,372,7,13,47,0,396,12
34,LANDERS CHAPEL,427,1113,737,1897,94,4,4,25,0,250,3
14,GARDNER PARK,305,478,354,900,118,0,4,33,0,76,6
23,BELMONT #1,905,1418,1350,2925,242,2,17,48,0,415,24
11,ARMSTRONG,864,417,543,874,669,6,11,74,0,188,2
13,RANLO,930,1046,1017,1832,618,13,21,110,0,374,25
22,CROWDERS MOUNTAIN,1020,1866,1274,2961,642,7,11,67,0,459,13
28,CRAMERTON,849,1683,1392,3061,291,14,17,70,0,416,55
08,WOODHILL,950,330,597,653,899,3,16,47,0,253,6
21,BESSEMER CITY #2,731,883,635,1402,537,6,14,27,0,260,3
31,UNION,636,1630,979,2650,239,7,9,48,0,284,8
44,STANLEY #2,1061,2316,1486,3812,511,13,9,53,0,446,19
37,CHERRYVILLE #3,411,629,457,1178,162,1,2,18,0,134,2
32,LOWELL,618,957,849,1813,276,2,13,61,0,240,19
43,STANLEY #1,1049,1845,1472,3210,549,6,20,78,0,483,20
46,MOUNT HOLLY #2,1077,2221,1721,3840,450,10,31,96,0,568,24
39,ALEXIS,470,1998,1119,3044,87,9,9,45,0,388,5
40,DALLAS #1,1298,2012,1516,3247,851,10,29,117,0,544,28
36,CHERRYVILLE #2,686,1345,956,2432,161,5,8,44,0,330,7
35,CHERRYVILLE #1,426,777,543,1367,150,5,3,20,0,195,6
38,HIGH SHOALS,442,1519,855,2466,81,2,6,22,0,233,6
33,TRYON,349,1130,728,1815,138,7,6,16,0,224,1
42,LUCIA,539,1294,978,2198,163,6,7,33,0,379,25
02,VICTORY,1059,521,805,1075,902,8,21,93,0,280,6
24,BELMONT #2,875,1106,1124,2174,386,7,15,64,0,393,66
10,SHERWOOD,934,843,811,1575,652,6,20,79,0,242,14
06,MYRTLE,1054,256,498,461,1053,3,10,53,0,228,0
07,HIGHLAND,818,58,289,110,897,6,8,21,0,123,0
12,FLINT GROVES,876,1192,934,2040,471,11,23,95,0,351,11
03,PLEASANT RIDGE,1024,427,614,822,907,7,13,64,1,247,4
3,PRECINCT #3,923,410,633,1050,736,5,10,22,0,138,5
1,PRECINCT #1,842,281,381,725,648,1,13,13,0,102,2
4N,PRECINCT #4 NORTH,477,497,493,1050,307,3,4,15,0,88,0
5,PRECINCT #5,484,259,302,715,236,2,4,6,0,79,3
4S,PRECINCT #4 SOUTH,547,210,225,481,409,3,5,4,0,80,0
2,PRECINCT #2,401,234,300,746,118,1,5,6,0,59,0
STEC,STECOAH,188,607,305,1035,0,14,0,2,0,48,1
EAST,EAST WARD,565,1110,675,2187,5,40,3,13,0,97,5
WEST,WEST WARD,526,900,618,1747,0,209,5,10,1,72,0
TAPO,TAPOCO,54,253,111,392,0,4,1,3,0,18,0
BTNR,BUTNER,1477,652,802,1404,1048,9,19,101,0,343,7
CRDM,CREEDMOOR,2069,1265,1461,2488,1413,12,46,144,0,656,36
TYHO,TALLY HO,1317,1446,1374,2934,629,8,19,68,1,468,10
MTEN,MT ENERGY,1510,1580,1691,2989,901,10,32,111,0,718,20
WILT,WILTON,1339,2334,2287,4398,513,9,20,104,1,881,34
OKHL,OAK HILL,600,288,320,689,430,1,2,9,0,77,0
CRDL,CREDLE,1198,255,451,732,941,4,5,38,0,180,4
SASS,SASSAFRAS FORK,863,519,462,1191,510,0,5,22,0,115,1
EAOX,EAST OXFORD,1197,251,452,757,957,4,5,28,0,146,3
SALM,SALEM,923,390,509,1041,577,3,10,44,0,139,8
ANTI,ANTIOCH,703,182,216,414,615,0,6,9,0,56,1
SOOX,SOUTH OXFORD,992,146,304,373,903,1,9,22,0,130,4
WOEL,WEST OXFORD ELEM.,903,218,317,573,728,7,5,33,0,90,2
CORI,CORINTH,1108,548,585,1290,720,5,6,43,0,170,7
BERE,BEREA,699,405,443,953,433,0,9,21,0,127,4
CAST,CASTORIA,311,247,270,550,186,1,1,20,0,67,3
HOOK,HOOKERTON,362,167,211,396,252,0,1,33,0,58,0
