PREC_ID,PREC_NAME,DEM,REP,OTHER,W,B,I,M,O,P,U,A
01,BRYAN,351,894,517,1557,13,3,4,21,0,163,1
22,ROCKFORD,279,526,378,1028,18,0,2,21,0,111,3
25,STEWARTS CREEK #1,422,883,611,1676,22,1,2,29,0,184,2
30,ELKIN,1105,1865,1229,3477,149,5,12,70,0,472,14
16,MT AIRY #6,267,667,418,1161,23,1,2,32,0,131,2
13,MT AIRY #2,350,491,413,1022,94,0,5,25,0,107,1
17,MT AIRY #7,261,556,343,996,26,3,3,18,1,108,5
12,MT AIRY #1,676,827,847,1748,192,6,10,104,0,283,7
23,SHOALS,320,692,405,1225,28,5,3,9,0,146,1
18,MT AIRY #8,498,960,610,1774,66,2,5,23,0,193,5
29,DOBSON COMBINED,892,1233,876,2541,52,2,7,99,0,296,4
24,SILOAM,151,432,185,704,5,0,0,5,0,54,0
31,MT AIRY COMBINED,846,1339,922,2523,261,1,5,71,0,240,6
26,STEWARTS CREEK #2,527,1273,800,2302,36,3,6,32,0,218,3
11,MARSH,335,545,433,1042,48,1,0,64,0,158,0
05,ELDORA,345,1305,713,2080,22,3,4,35,0,217,2
15,MT AIRY #5,461,813,556,1476,161,4,7,31,0,149,2
27,NORTH WESTFIELD,283,822,452,1330,70,0,1,16,0,139,1
09,FRANKLIN,241,642,479,1207,13,0,6,16,0,120,0
04,DOBSON #3,562,727,567,1627,12,1,4,55,0,156,1
28,SOUTH WESTFIELD,277,658,415,1141,25,1,1,33,0,148,1
19,MT AIRY #9,596,985,752,1826,203,3,5,41,0,241,14
32,PILOT,644,1455,878,2475,117,3,5,28,0,339,10
10,LONGHILL,165,623,322,959,10,1,5,14,0,117,4
ALMOND,ALMOND,332,484,508,1214,0,17,4,11,0,74,4
BC1,BC1,681,715,842,2011,14,66,4,18,0,117,8
WHCH,WHCH,1030,681,1222,1201,52,1342,12,34,0,281,11
BC2,BC2,811,687,782,2056,24,57,3,19,1,117,3
ALARKA,ALARKA,292,268,233,729,2,19,5,3,0,35,0
B4,BREVARD #4,489,422,776,1422,45,2,10,10,0,191,7
BD,BOYD,572,866,1182,2204,122,8,6,24,0,244,12
B3,BREVARD #3,616,505,867,1720,75,2,5,30,0,145,11
CC,CATHEYS CREEK,439,855,973,2098,12,1,4,15,0,134,3
DR,DUNNS ROCK,636,811,1075,2300,15,6,11,19,0,166,5
CM,CEDAR MOUNTAIN,204,215,378,735,1,1,0,6,0,53,1
TC1,TC1,98,401,351,772,0,0,1,6,0,70,1
WC,WILLIAMSON CREEK,344,524,763,1501,10,2,2,8,0,103,5
B2,BREVARD #2,651,372,763,1266,326,8,17,30,0,138,1
PF,PISGAH FOREST,289,436,527,1025,52,1,6,20,0,140,8
LR,LITTLE RIVER,336,639,646,1457,12,0,2,10,0,140,0
TC7,TC7,294,782,648,1565,6,0,5,7,0,138,3
RE,ROSMAN EASTATOE,305,800,873,1804,16,10,7,14,0,125,2
B1,BREVARD #1,572,421,839,1595,46,0,12,21,0,149,9
15,SCUPPERNONG,238,69,156,261,155,2,1,4,0,40,0
2,COLUMBIA,618,278,429,883,278,3,4,24,0,117,16
16,SOUTH FORK,9,10,7,17,6,0,0,0,0,3,0
1,ALLIGATOR,148,13,21,25,144,1,0,4,0,8,0
3,GUMNECK,67,36,66,108,46,0,0,0,0,14,1
14,KILKENNY,14,5,34,50,1,0,0,0,0,2,0
020A,020A,1504,2199,2200,4037,607,13,22,161,0,983,80
029A,029A,1505,1583,1840,3020,714,3,58,308,0,739,86
016,016,1262,2220,1920,3838,543,12,32,145,0,765,67
040,040,761,1650,1444,2967,238,5,16,100,0,441,88
019,019,1311,2731,2220,4583,604,8,34,171,1,772,89
026,026,454,939,548,1528,186,8,7,46,0,162,4
004,004,811,149,313,241,689,4,12,146,0,176,5
001,001,614,195,398,369,462,7,17,128,0,217,7
024,024,442,1158,748,1985,135,3,8,45,0,167,5
017B,017B,904,2077,1882,3537,378,14,25,154,0,577,178
020B,020B,859,2133,1835,3911,208,10,23,115,0,479,81
028A,028A,1050,2306,2203,3844,400,22,27,218,0,699,349
028D,028D,1087,1882,2092,3507,428,11,20,218,0,670,207
029C,029C,572,1086,932,1895,208,5,14,71,0,353,44
041,041,721,2011,1729,3240,256,17,21,131,0,568,228
028C,028C,653,1592,1557,2832,211,14,13,106,0,452,174
038A,038A,1091,1371,1345,2345,512,10,19,256,0,617,48
010,010,630,204,368,536,467,1,9,76,0,108,5
009,009,813,285,333,492,712,3,7,37,0,175,5
002,002,813,360,432,710,599,4,10,106,0,176,0
037A,037A,1421,2059,2105,3669,612,18,30,228,1,883,144
017A,017A,662,1331,1163,2320,278,7,19,97,0,403,32
037B,037B,238,774,498,1243,60,3,5,27,0,150,22
028B,028B,701,1670,1805,2943,166,26,15,165,0,543,318
030,030,1287,1859,1556,3170,679,7,27,220,0,548,51
007,007,964,1345,1139,2332,560,7,11,163,0,367,8
022,022,311,1446,935,2293,70,6,9,40,0,256,18
039,039,425,1290,764,1906,191,3,5,58,0,299,17
008,008,1142,540,891,1019,941,5,21,97,0,480,10
018,018,511,1439,1179,2359,105,14,10,82,0,465,94
035,035,365,865,691,1574,57,3,5,32,0,235,15
027,027,372,907,511,1452,161,6,7,32,1,127,4
025,025,477,907,581,1517,196,10,12,50,0,170,10
003,003,530,304,351,588,341,1,12,78,0,161,4
005,005,923,1229,1165,2213,422,9,26,194,0,426,27
029B,029B,397,685,617,1257,154,5,12,53,0,192,26
038B,038B,533,1017,951,1807,182,11,14,85,0,375,27
006,006,344,918,510,1368,122,7,7,73,0,184,11
023,023,469,879,741,1618,203,6,8,67,0,179,8
036,036,575,903,516,1457,316,5,7,52,0,152,5
KITT,KITT,1804,940,922,2036,1235,7,19,51,0,317,1
WH,WH,2300,588,828,1793,1542,7,9,75,0,271,19
SCRK,SCRK,2265,694,946,1730,1706,6,10,86,0,363,4
SH1,SH1,1298,176,370,399,1214,3,5,54,1,157,11
CC,CC,1303,597,576,1430,783,4,9,31,0,208,11
NV,NV,1011,200,292,416,895,4,10,28,0,142,8
HTOP,HTOP,478,88,142,210,405,1,4,16,0,70,2
MIDD,MIDD,1549,527,596,1214,1196,3,11,29,0,211,8
NH,NH,1835,668,758,1383,1571,5,11,38,0,251,2
EH1,EH1,1545,88,322,118,1633,8,9,29,0,155,3
NH1,NH1,1472,94,318,162,1509,5,10,30,0,159,9
SH2,SH2,406,93,152,248,318,2,2,15,0,64,2
17-01,PRECINCT 17-01,1605,464,995,1169,1099,10,30,177,0,484,95
17-09,PRECINCT 17-09,2857,217,1262,488,2857,7,50,174,1,682,77
20-16,PRECINCT 20-16,1722,758,2249,2012,799,17,32,311,0,965,593
18-03,PRECINCT 18-03,807,679,1042,1934,105,0,9,128,0,243,109
04-21,PRECINCT 04-21,861,344,1021,1090,432,4,27,161,0,421,91
04-06,PRECINCT 04-06,1032,787,1350,2526,129,4,29,108,1,288,84
13-01,PRECINCT 13-01,3459,708,2249,1794,2764,16,79,342,2,1237,182
17-04,PRECINCT 17-04,3752,1505,2615,3227,2913,12,73,355,0,1143,149
01-40,PRECINCT 01-40,3397,211,1398,460,3498,13,49,185,0,769,32
01-26,PRECINCT 01-26,1782,115,1440,729,1721,4,43,64,0,752,24
13-10,PRECINCT 13-10,2019,1766,2548,4668,625,9,42,196,0,674,119
07-04,PRECINCT 07-04,1845,815,1885,2939,750,9,33,147,0,615,52
13-06,PRECINCT 13-06,1131,817,1298,2192,462,8,19,129,0,370,66
12-05,PRECINCT 12-05,2117,2880,3591,6674,660,10,44,238,0,834,128
01-41,PRECINCT 01-41,1119,301,1169,1522,339,3,33,74,0,566,52
20-12,PRECINCT 20-12,1573,1429,2765,3444,315,37,37,343,0,913,678
01-23,PRECINCT 01-23,2018,756,3443,3141,700,19,145,176,0,1861,175
01-42,PRECINCT 01-42,880,1005,1122,2379,227,4,20,92,0,227,58
04-05,PRECINCT 04-05,1317,854,1727,2640,232,8,17,246,0,412,343
01-49,PRECINCT 01-49,1828,525,1839,1704,1084,6,68,174,0,1059,97
08-07,PRECINCT 08-07,659,947,1106,2256,93,4,20,74,1,197,67
08-03,PRECINCT 08-03,2158,1338,2528,3575,992,24,37,236,1,959,200
17-03,PRECINCT 17-03,3358,1179,2460,3031,2373,23,77,299,0,984,210
09-02,PRECINCT 09-02,1980,809,1196,1664,1524,16,40,163,0,542,36
12-09,PRECINCT 12-09,1478,2000,2279,4334,535,10,27,131,0,650,70
01-07,PRECINCT 01-07,1162,458,1146,2062,92,5,28,59,0,465,55
05-03,PRECINCT 05-03,1321,1169,2150,2827,360,8,44,274,0,611,516
13-09,PRECINCT 13-09,2679,641,1744,1428,2204,10,56,279,0,865,222
01-31,PRECINCT 01-31,1973,391,2241,1921,1146,19,79,222,1,1091,126
17-05,PRECINCT 17-05,2157,647,1518,1592,1632,6,52,238,0,625,177
19-09,PRECINCT 19-09,1609,1802,1789,3458,934,13,32,122,0,575,66
15-01,PRECINCT 15-01,1283,1581,1773,3293,581,12,23,119,0,573,36
11-02,PRECINCT 11-02,1856,1195,2000,3598,453,6,45,157,0,691,101
08-09,PRECINCT 08-09,801,451,909,1456,256,2,13,78,0,307,49
11-01,PRECINCT 11-01,2252,1369,2712,3928,705,15,64,210,0,1285,126
19-15,PRECINCT 19-15,963,1084,1223,2132,444,10,26,129,0,430,99
03-00,PRECINCT 03-00,1727,1984,3091,4883,424,22,41,238,0,808,386
20-06A,PRECINCT 20-06A,1825,1305,2420,3669,667,5,43,228,1,710,227
16-02,PRECINCT 16-02,3186,538,1740,1487,2815,16,59,240,1,811,35
10-03,PRECINCT 10-03,1321,784,990,1610,879,8,28,121,0,424,25
01-21,PRECINCT 01-21,2134,689,2068,2305,1305,10,67,225,0,865,114
12-02,PRECINCT 12-02,1734,1598,2135,3478,917,17,45,206,1,752,51
01-48,PRECINCT 01-48,1078,322,1063,1651,316,7,19,89,1,338,42
05-05,PRECINCT 05-05,3303,1656,3424,4035,1745,33,63,389,0,1685,433
19-11,PRECINCT 19-11,1120,1115,1541,2670,410,12,20,115,0,498,51
17-13,PRECINCT 17-13,2612,1166,1948,2640,1984,13,66,188,0,740,95
19-12,PRECINCT 19-12,2355,2357,3064,5208,1072,19,62,256,1,1008,150
01-14,PRECINCT 01-14,1997,422,1536,2898,447,2,35,81,0,456,36
16-03,PRECINCT 16-03,764,348,653,907,538,4,22,68,0,215,11
15-02,PRECINCT 15-02,1963,1973,2402,4159,1021,19,57,214,0,776,92
07-12,PRECINCT 07-12,1299,642,1163,2024,497,6,19,95,0,424,39
01-13,PRECINCT 01-13,865,169,674,1234,243,1,12,35,0,169,14
01-16,PRECINCT 01-16,1395,668,1107,2205,376,4,28,91,0,399,67
01-36,PRECINCT 01-36,912,998,1063,2352,126,6,23,59,0,364,43
20-06B,PRECINCT 20-06B,987,1068,1794,3228,94,6,13,101,0,342,65
16-05,PRECINCT 16-05,1085,708,1035,1775,556,12,23,97,1,333,31
04-18,PRECINCT 04-18,1078,609,1499,2071,268,4,25,149,0,484,185
16-10,PRECINCT 16-10,3343,414,1540,858,3238,9,53,250,1,825,63
01-45,PRECINCT 01-45,723,415,784,1229,309,2,12,56,0,265,49
01-50,PRECINCT 01-50,2317,146,891,340,2294,7,36,118,0,509,50
06-06,PRECINCT 06-06,1951,2014,3015,5061,590,16,58,267,0,768,220
17-07,PRECINCT 17-07,2567,335,1247,784,2282,8,45,245,0,688,97
04-20,PRECINCT 04-20,1251,672,1501,2186,388,7,29,189,0,453,172
07-10,PRECINCT 07-10,2241,1185,2394,3679,829,16,40,215,0,906,135
06-10,PRECINCT 06-10,1106,1367,1800,3048,455,15,28,161,0,446,120
20-03,PRECINCT 20-03,1324,1321,2053,3567,219,11,26,136,1,602,136
04-03,PRECINCT 04-03,914,457,1049,1532,330,2,27,140,0,329,60
04-13,PRECINCT 04-13,1411,1161,2427,3290,236,19,37,356,0,427,634
18-06,PRECINCT 18-06,1812,750,2174,2740,598,15,49,253,0,858,223
05-01,PRECINCT 05-01,1489,1040,2092,2821,512,13,35,235,0,697,308
01-32,PRECINCT 01-32,1346,440,1350,1725,582,9,39,172,0,541,68
04-16,PRECINCT 04-16,789,460,1011,1770,101,5,12,69,0,251,52
19-13,PRECINCT 19-13,948,633,1014,1486,525,7,34,113,0,360,70
20-11,PRECINCT 20-11,1609,1491,2627,4089,284,9,27,260,0,751,307
17-12,PRECINCT 17-12,1913,550,1213,1228,1590,12,43,163,0,525,115
20-15,PRECINCT 20-15,1690,814,2454,2167,653,25,33,331,0,970,779
06-04,PRECINCT 06-04,1476,1166,1984,3089,581,15,22,185,0,632,102
04-04,PRECINCT 04-04,786,378,777,1154,318,1,23,108,0,284,53
19-05,PRECINCT 19-05,823,1439,1397,2863,236,2,16,96,0,391,55
01-29,PRECINCT 01-29,838,814,857,2207,60,4,9,21,1,191,16
07-07,PRECINCT 07-07,1290,970,1635,2842,375,1,21,144,0,442,70
10-02,PRECINCT 10-02,1843,1168,1470,2171,1372,16,32,188,1,654,47
06-08,PRECINCT 06-08,847,599,979,1586,423,6,15,86,0,264,45
15-04,PRECINCT 15-04,782,886,866,1786,398,3,15,72,0,235,25
07-09,PRECINCT 07-09,1373,802,1541,2470,449,12,37,110,0,551,87
01-20,PRECINCT 01-20,1820,244,1233,1285,1292,7,41,70,0,549,53
05-07,PRECINCT 05-07,2657,1069,4107,2947,809,43,68,697,0,1237,2032
09-03,PRECINCT 09-03,1473,1261,1334,2322,1019,6,27,93,1,578,22
20-01,PRECINCT 20-01,1416,1001,1788,2607,587,9,38,228,0,549,187
04-14,PRECINCT 04-14,606,434,750,1450,67,2,13,55,0,177,26
09-01,PRECINCT 09-01,1058,848,832,1591,750,8,16,66,0,295,12
14-01,PRECINCT 14-01,192,350,320,677,49,4,1,9,0,114,8
01-18,PRECINCT 01-18,1229,618,1131,1885,543,0,25,113,0,384,28
07-13,PRECINCT 07-13,934,568,903,1611,364,2,16,64,0,308,40
20-04,PRECINCT 20-04,1044,834,1983,2418,146,13,30,271,0,417,566
19-18,PRECINCT 19-18,1108,1032,1445,2281,570,9,30,147,0,465,83
18-05,PRECINCT 18-05,1485,1644,2220,4379,139,7,26,204,0,381,213
18-01,PRECINCT 18-01,2376,764,2788,2778,1201,14,98,223,0,1431,183
08-08,PRECINCT 08-08,1254,1277,1959,3471,258,9,28,133,1,469,121
12-08,PRECINCT 12-08,1837,1495,1978,3319,1016,14,33,182,0,673,73
04-11,PRECINCT 04-11,688,313,812,1041,270,5,21,128,0,252,96
16-11,PRECINCT 16-11,2298,335,1128,657,2219,16,39,143,1,631,55
19-17,PRECINCT 19-17,2591,1071,2170,2620,1943,16,70,289,1,776,117
04-09,PRECINCT 04-09,741,752,1317,1867,142,15,21,174,0,302,289
16-07,PRECINCT 16-07,1413,878,1246,2333,712,11,33,91,0,326,31
04-08,PRECINCT 04-08,1034,464,1259,1545,411,14,28,156,0,392,211
04-01,PRECINCT 04-01,933,502,998,1748,252,7,16,92,0,259,59
20-10,PRECINCT 20-10,936,763,1758,2309,111,10,22,225,0,339,441
04-12,PRECINCT 04-12,989,715,1316,2346,111,3,22,129,0,290,119
20-14,PRECINCT 20-14,1973,1373,3864,3521,347,41,58,608,1,851,1783
02-04,PRECINCT 02-04,604,986,973,2084,91,4,15,73,0,232,64
02-02,PRECINCT 02-02,1458,2224,2578,5035,321,14,26,162,0,579,123
14-02,PRECINCT 14-02,1543,3074,2875,5918,422,19,35,171,0,803,124
06-07,PRECINCT 06-07,1146,1032,1647,2572,445,0,28,190,0,418,172
07-11,PRECINCT 07-11,426,321,470,1050,37,1,4,32,0,79,14
17-11,PRECINCT 17-11,2462,655,1874,1482,1802,14,81,406,0,902,304
01-22,PRECINCT 01-22,3116,135,1218,315,3272,18,49,138,0,637,40
05-08,PRECINCT 05-08,1581,583,2048,1680,531,27,33,306,0,791,844
19-20,PRECINCT 19-20,1212,1157,1405,2430,643,9,21,156,0,422,93
15-03,PRECINCT 15-03,1363,2027,2030,4065,556,17,25,119,0,611,27
01-02,PRECINCT 01-02,877,335,890,1591,57,2,26,38,0,358,30
01-44,PRECINCT 01-44,1859,765,1392,2320,875,7,41,161,0,567,45
05-06,PRECINCT 05-06,1495,1278,2676,3431,184,15,33,386,0,546,854
02-03,PRECINCT 02-03,704,1187,1254,2691,85,6,15,70,0,239,39
13-02,PRECINCT 13-02,664,614,880,1623,197,6,15,50,0,234,33
08-11,PRECINCT 08-11,1476,972,1909,2687,483,15,39,232,0,596,305
06-09,PRECINCT 06-09,1887,2608,3424,6075,460,24,50,234,0,901,175
01-06,PRECINCT 01-06,1292,541,1304,2403,112,1,36,57,0,486,42
12-01,PRECINCT 12-01,1683,2520,2712,5290,542,10,43,164,0,792,74
01-30,PRECINCT 01-30,460,401,480,1179,21,2,2,16,0,107,14
18-04,PRECINCT 18-04,1411,1368,1860,3344,409,11,35,203,1,477,159
19-07,PRECINCT 19-07,1582,1634,1817,3125,987,7,29,145,0,673,67
01-27,PRECINCT 01-27,1272,257,1113,1614,422,10,31,79,0,446,40
10-04,PRECINCT 10-04,3811,2144,3105,4395,2844,24,84,328,0,1266,119
08-02,PRECINCT 08-02,1424,1069,1868,3240,409,5,37,111,0,473,86
19-19,PRECINCT 19-19,1869,2461,2820,5230,837,11,33,172,0,771,96
20-05,PRECINCT 20-05,1204,1358,2023,3477,208,14,23,176,0,483,204
01-37,PRECINCT 01-37,704,567,723,1629,119,2,6,42,0,175,21
12-06,PRECINCT 12-06,1268,1640,1868,3425,555,12,31,125,0,600,28
04-02,PRECINCT 04-02,1017,618,1216,2008,241,4,27,164,0,328,79
07-05,PRECINCT 07-05,778,480,749,1415,292,2,10,60,0,212,16
18-07,PRECINCT 18-07,947,1336,1482,2963,277,13,20,105,1,327,59
