,PREC_ID,DEM,REP,OTHER,W,B,I,M,O,P,U,A
752,601,976,239,836,1235,449,3,40,63,0,233,28
753,602,1991,974,1421,2210,1361,9,32,182,0,545,47
754,603,1162,279,776,1337,532,5,20,57,0,252,14
755,604,1076,214,760,828,797,5,35,67,1,297,20
756,605,1926,697,1192,1551,1464,7,25,201,1,505,61
757,606,913,334,612,787,633,5,14,108,0,300,12
758,607,1068,593,759,1523,523,6,16,86,0,242,24
759,61,849,213,380,554,685,45,6,46,0,94,12
760,61.1,907,659,911,2189,29,3,9,29,0,206,12
761,62,1342,485,753,951,1124,50,19,99,0,325,12
762,62.1,1012,541,1001,2147,86,5,8,52,0,238,18
763,63,1840,558,1064,984,1715,78,25,248,0,392,20
764,63.1,181,190,216,501,12,0,5,6,0,62,1
765,64,1852,670,1047,1230,1666,91,22,144,0,391,25
766,64.1,640,571,840,1694,108,3,11,33,0,189,13
767,65,535,12,95,12,593,3,1,5,0,28,0
768,65.1,1198,763,1220,2709,73,5,26,47,0,307,14
769,66,554,655,518,1036,352,2,16,53,0,258,10
770,66.1,727,429,660,1480,73,3,20,42,0,190,8
771,67.1,1002,562,896,2202,33,3,7,27,0,181,7
772,68,741,772,618,1224,499,6,14,54,0,317,17
773,68.1,1330,1339,1775,3600,175,8,31,111,1,498,20
774,681,117,152,167,372,5,5,3,11,0,38,2
775,69.1,1000,953,1252,2690,95,6,13,75,1,311,14
776,70,302,1336,643,1941,78,7,3,32,1,205,14
777,70.1,1381,550,1400,2627,105,6,26,93,0,437,37
778,701,547,457,508,1147,156,3,14,17,0,150,25
779,702,657,295,668,1233,119,4,22,40,0,179,23
780,703,505,251,508,1049,55,2,4,23,0,117,14
781,704,809,337,781,1439,222,4,14,27,0,203,18
782,705,1065,545,848,1435,562,3,14,76,1,320,47
783,706,587,324,420,754,350,0,10,32,0,166,19
784,707,679,345,515,955,359,5,17,40,0,153,10
785,708,1693,1176,1455,2468,1044,5,25,178,0,500,104
786,709,1338,827,1121,1905,811,11,16,91,1,369,82
787,71.1,1466,947,1458,3358,37,5,14,66,0,361,30
788,72,418,1646,875,2423,92,9,8,55,0,340,12
789,74,544,2142,1093,3272,70,12,2,32,0,383,8
790,75,1310,1330,2016,3437,228,6,20,111,0,687,167
791,76,444,1731,899,2587,79,8,6,31,0,354,9
792,78,2520,2847,3251,7178,274,20,24,102,2,940,78
793,801,536,318,496,1041,139,0,14,17,0,129,10
794,802,474,598,486,1427,12,0,2,11,0,103,3
795,803,393,758,575,1588,9,1,4,5,0,114,5
796,804,381,453,445,1143,28,1,6,10,0,82,9
797,805,785,781,799,2041,81,1,9,41,0,169,23
798,806,618,687,633,1507,171,0,8,50,0,168,34
799,807,547,642,742,1458,140,1,7,68,0,174,83
800,808,1659,681,1321,1815,1082,8,31,121,0,527,77
801,809,784,920,1010,2315,99,4,8,54,0,184,50
802,80A,582,3082,1434,4382,69,9,5,37,0,571,25
803,82,392,1516,891,2407,55,7,7,35,0,265,23
804,84,954,2822,1775,4517,256,8,9,59,0,679,23
805,85,1180,694,805,1493,579,9,23,158,0,399,18
806,86A,952,1412,1181,2284,502,10,18,82,0,604,45
807,88,463,1307,737,1916,154,7,3,50,1,349,27
808,9,464,488,487,1137,147,1,1,17,0,136,0
809,901,678,458,716,1591,50,2,10,15,0,166,18
810,902,1125,253,832,1296,463,6,27,59,0,315,44
811,903,1487,837,1490,2556,506,6,70,65,1,524,86
812,904,1472,328,693,778,1240,3,15,106,0,340,11
813,905,1365,483,1113,1747,667,5,65,65,0,371,41
814,906,1262,852,1166,2267,527,1,30,74,0,338,43
815,907,807,481,650,1313,322,4,13,67,1,201,17
816,908,773,991,1020,2209,227,6,9,61,2,216,54
817,909,530,383,477,863,326,1,4,43,0,138,15
818,A1,3445,1262,2008,2981,2554,33,60,276,2,760,49
819,A2,3844,1165,2086,2624,3021,22,84,431,1,894,18
820,A3,1041,52,184,56,1136,13,7,5,0,57,3
821,ABCH,250,713,477,1258,7,2,4,4,0,162,3
822,AC,667,713,760,1938,11,8,6,20,0,143,14
823,AE,1487,1480,1324,2643,925,9,20,241,1,421,31
824,AH49,1650,525,1061,908,1561,16,29,185,1,498,38
825,AL51,1445,2010,1597,3220,1027,115,20,146,1,496,27
826,ALARKA,292,268,233,729,2,19,5,3,0,35,0
827,ALBE,410,510,476,963,88,1,5,138,1,197,3
828,ALMOND,332,484,508,1214,0,17,4,11,0,74,4
829,ALVI,942,513,629,1212,643,4,9,22,0,191,3
830,AN,998,1504,1321,2510,414,22,23,298,0,534,22
831,ANDE,263,271,304,608,143,3,3,11,0,70,0
832,ANNW,327,703,534,1445,3,15,2,14,0,78,7
833,ANS,548,196,234,490,301,1,1,6,0,175,4
834,ANSW,346,693,504,1405,31,7,3,14,0,80,3
835,ANTI,703,182,216,414,615,0,6,9,0,56,1
836,AR,1694,4764,3114,7643,452,33,28,207,0,976,233
837,ARBA,503,176,224,400,403,1,2,25,0,71,1
838,AS,822,1897,1131,3109,246,8,8,146,0,300,33
839,AS25,531,1164,708,1951,97,6,7,58,0,268,16
840,ASCI,216,326,235,725,1,2,2,5,0,41,1
841,AT,596,1305,1450,3055,27,4,7,31,0,215,12
842,AUROR,522,238,240,462,413,3,1,11,0,110,0
843,AUTR,327,850,388,1273,134,12,2,32,0,112,0
844,AVON,175,293,305,705,4,0,1,9,0,51,3
845,AW,1483,2290,1830,4110,621,12,15,289,0,516,40
846,B1,1650,2688,2466,5606,393,8,22,60,1,673,41
847,B2,2058,2759,2728,5490,874,17,37,167,2,913,45
848,B3,616,505,867,1720,75,2,5,30,0,145,11
849,B4,489,422,776,1422,45,2,10,10,0,191,7
850,BA,961,2378,1926,4192,399,6,20,63,0,567,18
851,BC,527,2232,1293,3592,43,5,9,75,0,317,11
852,BC1,681,715,842,2011,14,66,4,18,0,117,8
853,BC13,545,596,638,1102,245,3,15,98,0,304,12
854,BC2,811,687,782,2056,24,57,3,19,1,117,3
855,BC21,766,2351,2152,4128,228,13,22,165,0,671,42
856,BCK,375,519,473,1204,9,28,5,10,1,107,3
857,BCRK,310,885,669,1645,50,6,7,16,0,139,1
858,BD,572,866,1182,2204,122,8,6,24,0,244,12
859,BE,1160,2313,1623,4028,506,6,32,115,0,370,39
860,BE-1,345,480,445,1164,11,7,1,4,0,81,2
861,BE-2,373,402,433,1071,14,7,6,17,0,88,5
862,BE-3,538,712,658,1753,6,7,5,12,0,118,7
863,BE-4,455,614,594,1515,19,2,3,19,0,101,4
864,BE-7,329,442,393,1082,8,4,3,6,0,60,1
865,BE56,586,552,622,1508,117,2,5,12,0,112,4
866,BEADM,306,823,496,1396,91,2,3,15,0,114,4
867,BEAR,363,207,250,532,220,1,3,23,0,41,0
868,BEECH,785,804,940,2277,6,9,8,11,0,211,7
869,BELHV,662,484,339,847,510,0,3,18,0,107,0
870,BELL,198,617,435,1167,5,3,3,3,0,63,6
871,BELVID,250,241,200,521,128,1,0,4,0,36,1
872,BEN,529,952,578,1464,358,15,8,62,0,150,2
873,BERE,699,405,443,953,433,0,9,21,0,127,4
874,BETHEL,623,1082,1199,2420,278,9,7,11,0,177,2
875,BETHWR,413,837,571,1370,202,1,3,18,0,211,16
876,BEUL,659,1237,920,2250,256,5,13,34,0,248,10
877,BFT1,500,395,563,1058,219,0,8,6,0,158,9
878,BFT2,902,1255,1241,2819,187,3,8,16,1,352,12
879,BG,506,505,525,1249,186,0,2,6,0,93,0
880,BIS,715,372,401,821,396,6,8,94,0,153,10
881,BK,380,505,621,1042,171,2,9,30,0,217,35
882,BLCK,316,313,188,523,217,1,3,5,0,67,1
883,BM,53,117,110,253,2,0,0,1,0,24,0
884,BM08,2264,2152,2818,3760,1912,21,89,389,1,939,123
885,BNVL,416,1593,795,2388,114,1,2,40,0,256,3
886,BOGU,384,1620,1023,2521,98,3,7,24,2,365,7
887,BR,1496,1909,1581,3765,728,7,17,46,0,417,6
888,BRAS,335,788,582,1597,3,6,3,6,0,87,3
889,BS26,519,1004,601,1589,256,0,4,33,0,233,9
890,BTNR,1477,652,802,1404,1048,9,19,101,0,343,7
891,BULL,390,192,221,414,283,1,3,36,0,66,0
892,BURN,434,501,387,868,173,5,1,4,0,267,4
893,BUTWD,233,60,97,165,184,7,4,3,0,27,0
894,BUX,312,409,411,1013,4,2,3,19,0,89,2
895,C,967,698,485,1113,790,4,4,32,0,201,6
896,C1,1743,1673,1773,3372,1009,17,33,158,0,583,17
897,C2,2097,1759,1528,3413,1288,21,32,116,2,498,14
898,CA,422,332,370,747,211,2,3,23,0,135,3
899,CALY,204,228,317,560,91,1,4,20,0,72,1
900,CAM,536,1196,949,2129,233,13,14,53,1,231,7
901,CAN,732,587,539,1215,293,3,9,127,0,203,8
902,CAR,1183,2282,1750,4013,712,30,16,77,0,354,13
903,CAS,427,790,729,1791,4,4,5,19,0,111,12
904,CASAR,224,723,392,1220,1,3,1,5,0,104,5
905,CAST,311,247,270,550,186,1,1,20,0,67,3
906,CB,1232,685,1223,2663,69,4,24,45,0,298,37
907,CC,2475,3022,3271,6925,883,13,34,118,0,752,43
908,CC01,1528,178,594,321,1605,29,27,56,0,244,18
909,CC03,663,292,594,488,647,4,22,83,0,287,18
910,CC04,430,295,420,725,206,9,20,46,0,127,12
911,CC06,415,308,457,700,261,15,10,38,1,148,7
912,CC07,320,329,395,788,89,4,6,38,0,106,13
913,CC08,410,478,382,945,168,4,4,21,0,110,18
914,CC1,1504,2527,2632,4964,635,9,27,153,0,833,42
915,CC10,533,248,318,455,461,6,16,44,0,102,15
916,CC12,387,710,514,1313,59,7,8,51,0,154,19
917,CC13,1113,86,660,136,1288,10,28,52,2,332,11
918,CC14,888,881,968,1572,518,31,30,129,0,376,81
919,CC15,941,861,786,1695,490,29,22,75,1,224,52
920,CC16,1472,51,349,39,1604,5,20,29,0,173,2
921,CC17,1569,194,599,337,1662,6,15,80,0,251,11
922,CC18,520,520,457,1009,257,18,9,49,0,125,30
923,CC2,1681,2195,2680,4454,1046,15,31,133,0,814,63
924,CC21,1807,524,1012,955,1718,23,53,124,1,436,33
925,CC24,671,311,510,523,606,8,21,80,0,231,23
926,CC25,774,442,665,742,678,7,25,106,0,275,48
927,CC26,1790,493,1108,810,1703,19,49,198,1,531,80
928,CC27,2084,571,1368,882,2004,21,67,253,0,733,63
929,CC29,1078,392,736,670,1016,10,24,133,0,324,29
930,CC3,2115,3720,3864,7323,921,16,42,213,0,1108,76
931,CC31,822,439,661,856,651,21,26,96,0,259,13
932,CC32,734,153,396,224,747,7,14,78,0,198,15
933,CC33,1089,466,726,740,1004,9,26,116,1,333,52
934,CC34,671,689,704,1126,404,17,30,130,0,196,161
935,CC4,1427,2870,2871,5519,396,13,27,180,0,954,79
936,CC519,1836,201,716,273,2005,19,28,77,1,338,12
937,CCCP,405,1714,1097,2772,20,2,5,27,0,366,24
938,CCREEK,349,848,693,1752,6,7,8,14,0,101,2
939,CD,946,2211,1650,3795,419,8,24,100,0,415,46
940,CE,72,195,132,369,1,1,1,0,0,27,0
941,CF01,1547,1344,1486,2824,985,18,22,63,0,445,20
942,CF02,788,1081,1015,2178,328,5,14,57,0,289,13
943,CF05,940,1139,1411,2505,386,16,18,67,0,477,21
944,CF06,840,1034,1162,2186,414,14,17,50,0,340,15
945,CF1,2157,433,2115,2764,404,19,57,222,0,702,537
946,CF11,738,1512,1217,2581,279,16,11,70,0,506,4
947,CF19,218,855,606,1441,20,2,3,19,0,189,5
948,CFB8,494,566,320,941,341,2,1,14,0,81,0
949,CFK,200,153,224,528,0,4,1,10,0,32,2
950,CFRK,108,320,299,628,17,3,1,9,0,69,0
951,CG,623,409,584,1194,214,4,7,25,0,163,9
952,CG05,216,783,621,1452,5,1,5,11,0,143,3
953,CG1,1087,703,990,1763,581,4,18,73,0,285,56
954,CG2,737,749,854,1733,273,3,9,80,0,198,44
955,CG3A,656,496,629,1287,246,2,6,52,1,147,40
956,CG3B,1036,884,1045,2067,522,3,19,82,0,198,74
957,CH,1849,2920,3444,6770,614,16,36,139,0,558,80
958,CH-A,686,975,700,1637,446,2,6,35,0,212,23
959,CH-B,619,1219,1058,2196,254,2,15,87,0,320,22
960,CHAR,715,314,275,529,606,5,6,38,0,118,2
961,CHCA,195,202,295,610,4,2,0,3,0,71,2
962,CHE,222,292,188,552,90,1,1,11,0,45,2
963,CHIN,261,312,282,608,142,0,6,10,0,86,3
964,CHOCO,1196,1400,1118,2420,813,4,15,61,0,400,1
965,CI,42,118,121,261,0,0,0,1,0,19,0
966,CJ,165,232,328,547,98,0,4,6,0,64,6
967,CL-N,651,691,772,1882,24,3,10,20,0,174,1
968,CL-S,747,858,868,2200,33,8,11,19,0,196,6
969,CL05,851,310,331,546,766,2,5,42,0,131,0
970,CL07,581,785,951,2075,42,3,7,28,1,151,10
971,CL08,555,1063,991,2359,39,0,6,19,0,183,3
972,CL10,451,1361,1192,2364,219,9,19,59,1,323,10
973,CL57-1,1587,536,1011,776,1586,23,48,222,1,423,55
974,CL57-2,1715,376,973,640,1777,14,40,164,3,402,24
975,CLCE,708,92,180,131,720,13,5,31,0,79,1
976,CLEA,1504,731,556,1015,1384,22,5,124,0,236,5
977,CLEM,316,775,385,1045,208,41,9,57,0,111,5
978,CLNE,720,833,445,1279,429,22,10,76,0,174,8
979,CLR4,831,695,668,1280,657,2,16,42,0,156,41
980,CLSW,604,512,435,849,372,125,8,63,0,127,7
981,CLWE,621,789,385,1131,427,24,10,59,0,132,12
982,CM,442,315,506,1000,166,4,2,11,0,77,3
983,CO,1820,212,1210,1881,600,12,57,101,0,418,173
984,COL,832,1230,1456,3129,14,3,9,41,0,308,14
985,COMIPE,824,117,352,685,538,4,2,4,0,59,1
986,CONC,251,39,66,104,220,1,2,5,0,24,0
987,CORI,1108,548,585,1290,720,5,6,43,0,170,7
988,CP,1147,576,1076,2131,269,1,15,55,0,291,37
989,CR,994,755,754,2018,337,5,7,14,0,118,4
990,CR07,1028,1991,2043,3462,784,22,35,155,1,554,49
991,CRDL,1198,255,451,732,941,4,5,38,0,180,4
992,CRDM,2069,1265,1461,2488,1413,12,46,144,0,656,36
993,CREEKS,349,58,162,338,200,2,2,0,0,27,0
994,CS,607,1214,810,2015,309,2,11,53,0,215,26
995,CS04,406,369,278,672,242,2,6,27,0,103,1
996,CS1,760,304,643,1467,45,1,9,31,0,146,8
997,CSON,175,454,290,866,9,5,2,1,0,33,3
998,CT03,107,40,44,82,94,1,1,0,0,13,0
999,CU02,857,429,632,789,710,28,33,111,0,235,12
1000,CUCL,638,581,597,1254,379,9,6,14,0,149,5
1001,CUL,1922,1320,3022,4551,419,36,149,100,1,969,39
1002,CV,86,244,233,542,0,0,1,3,0,16,1
1003,CW,874,953,1011,2309,187,5,3,34,0,291,9
1004,CX,2238,1487,2016,3430,1183,12,31,127,0,877,81
1005,CYCK,261,523,476,1029,123,1,2,4,0,98,3
1006,D1,1176,1526,1449,3055,441,17,26,124,1,444,43
1007,D2,1237,1316,1302,2997,305,12,18,119,0,375,29
1008,DA,1566,268,1235,2366,103,7,21,77,0,347,148
1009,DASW,121,348,146,575,1,1,1,1,0,34,2
1010,DCRK,261,1003,615,1599,27,2,5,70,0,169,7
1011,DFB9,380,264,187,441,331,1,3,2,0,52,1
1012,DHR,290,889,484,1410,124,4,4,30,0,87,4
1013,DM,1372,201,995,1796,244,3,29,53,0,359,84
1014,DN29,501,1794,1275,2960,88,3,8,44,0,449,18
1015,DR,2163,3807,3164,7415,736,22,36,177,0,737,11
1016,DUCK,158,241,268,607,4,0,3,7,0,42,4
1017,DV08,559,1445,939,2615,37,1,4,33,0,252,1
1018,DV1-A,1721,4566,4027,8166,429,24,39,252,0,1239,165
1019,DV1-B,1267,4990,3822,8739,148,17,28,164,0,865,118
1020,DV2-A,593,2061,1590,3615,48,7,16,80,1,442,35
1021,DV2-B,1023,2334,2370,4382,273,16,15,117,0,821,103
1022,DW28,483,1533,938,2397,132,6,5,34,0,368,12
1023,DYSART,439,1021,813,2066,32,2,8,34,0,102,29
1024,E,507,1079,726,2058,81,1,0,11,0,156,5
1025,E1,787,919,855,1985,236,9,15,53,0,257,6
1026,E2,1367,1175,1530,2428,753,19,34,208,0,593,37
1027,EA1,1223,224,1149,1629,165,8,53,53,0,516,172
1028,EAB,870,999,1123,1949,585,34,11,70,0,313,30
1029,EAOX,1197,251,452,757,957,4,5,28,0,146,3
1030,EAST,1791,1749,1787,3900,923,44,22,76,1,334,27
1031,EAST H,539,192,277,509,443,1,2,3,0,48,2
1032,EBBS C,282,388,404,971,7,0,1,9,0,85,1
1033,EBND,296,1273,688,1919,30,3,4,32,0,262,7
1034,EC,1391,1531,1182,2730,904,3,11,58,0,370,28
1035,ED,506,1218,1197,2481,62,5,10,50,0,300,13
1036,ED-1,1308,1462,1131,2737,691,7,18,59,0,377,12
1037,EDWAR,366,300,223,527,273,1,3,8,0,74,3
1038,EF,1886,2389,2705,5663,384,12,42,161,0,677,41
1039,EH,1208,130,892,1552,138,4,41,65,0,276,154
1040,EH1,1545,88,322,118,1633,8,9,29,0,155,3
1041,EKWD,268,620,522,1206,66,6,4,19,0,91,18
1042,EL,19,23,32,66,0,0,0,1,0,7,0
1043,ELD,192,819,494,1278,13,3,2,8,0,197,4
1044,EM,204,648,348,1000,71,3,3,13,0,110,0
1045,EMIS,631,1751,1356,3210,13,3,12,35,0,451,14
1046,EN03,3677,3417,4462,5724,3128,40,137,679,5,1602,241
1047,ENF 2,1114,84,147,138,1130,2,3,2,0,67,3
1048,ENF1,1728,138,303,368,1678,5,5,13,0,99,1
1049,ENG,236,112,132,306,129,0,2,5,0,38,0
1050,ENO,913,595,887,1780,146,6,14,73,0,351,25
1051,EO61-1,984,1021,876,1875,644,39,18,94,1,199,11
1052,EO61-2,721,731,517,1166,565,23,12,41,0,151,11
1053,ES,1457,972,1699,3059,290,5,29,109,0,485,151
1054,ESC114,1942,899,1164,1989,1097,7,33,246,0,613,20
1055,EUR-WP,555,2013,1649,3618,87,10,20,96,0,353,33
1056,EV,497,1115,1072,2377,15,4,10,22,0,242,14
1057,EWD,355,693,588,1298,205,6,4,23,0,95,5
1058,FAIS,582,305,423,663,408,4,6,73,0,155,1
1059,FALSTN,370,683,496,1350,59,2,4,6,0,124,4
1060,FAUCT,609,223,317,656,433,6,2,7,0,43,2
1061,FBSH,393,1743,802,2548,67,2,3,43,0,271,4
1062,FC,1301,1434,1188,2698,822,13,9,60,0,310,11
1063,FC-1,233,276,257,708,3,0,2,5,0,48,0
1064,FC-2,45,48,65,149,0,1,0,0,0,8,0
1065,FEN1,2150,687,937,1289,2024,15,32,77,0,301,36
1066,FEN2,549,849,602,1532,281,5,11,23,0,139,9
1067,FF,166,39,87,204,70,0,0,0,0,18,0
1068,FL,1092,1493,1881,3475,154,13,21,87,0,658,58
1069,FLRI,1448,1914,1861,3790,706,18,25,71,0,604,9
1070,FORT 1,308,535,418,1117,53,1,8,6,0,73,3
1071,FORT 2,433,722,657,1598,66,1,15,15,0,111,6
1072,FP03,458,733,816,1742,10,0,4,17,0,221,13
1073,FP04,1313,2264,2179,4794,258,11,25,84,0,557,27
1074,FP06,1057,1573,1858,3586,240,5,23,66,0,529,39
1075,FP07,1260,2136,2194,4717,227,14,19,89,0,503,21
1076,FP08,1413,2162,2363,5114,47,8,15,63,0,675,16
1077,FR,620,1190,1408,2974,13,3,6,24,0,189,9
1078,FR1,2223,937,1493,1905,1744,15,51,178,0,602,158
1079,FR2,756,824,851,1703,318,8,17,66,0,218,101
1080,FR3,521,506,540,1055,262,6,14,61,0,130,39
1081,FR4,474,602,498,1224,150,0,8,44,0,122,26
1082,FR5A,691,689,848,1551,335,5,20,80,0,191,46
1083,FR5B,376,488,514,1030,160,3,8,40,0,113,24
1084,FRCO,201,306,298,740,0,3,2,5,0,55,0
1085,FS16,674,2165,1797,3759,120,19,18,77,1,628,14
1086,FT,1422,3558,2640,6115,635,9,20,80,0,726,35
1087,G01,775,50,493,364,717,2,23,18,0,182,12
1088,G02,686,236,449,348,648,3,13,61,0,132,166
1089,G03,1449,98,466,114,1625,8,23,48,0,181,14
1090,G04,1408,85,496,142,1555,9,22,43,0,196,22
1091,G05,1145,49,289,36,1306,5,15,19,0,89,13
1092,G06,1125,47,337,52,1293,0,10,30,0,117,7
1093,G07,1292,325,692,588,1255,4,21,77,0,243,121
1094,G08,1504,291,616,482,1423,14,24,98,0,213,157
1095,G09,1983,290,940,613,2047,9,34,102,1,332,75
1096,G10,1849,316,798,576,1897,7,18,113,0,286,66
1097,G10A,1660,1578,1836,2400,1376,58,40,270,0,736,194
1098,G10B,1132,737,984,1335,897,44,28,145,0,383,21
1099,G10C,1152,1367,1420,2106,832,68,41,201,0,592,99
1100,G11,802,252,698,1309,169,11,18,32,0,196,17
1101,G11B,1108,1315,2085,1999,832,22,68,365,4,1093,125
1102,G12,563,141,432,874,99,1,16,23,0,115,8
1103,G13,636,256,493,1101,128,4,14,20,0,109,9
1104,G14,542,187,435,1022,35,0,10,7,0,78,12
1105,G15,602,236,516,1131,53,2,6,26,0,126,10
1106,G16,570,401,481,1318,29,0,5,14,0,81,5
1107,G17,706,475,670,1510,101,1,10,40,0,163,26
1108,G18,386,499,422,1189,24,1,4,6,0,76,7
1109,G19,528,569,506,1325,113,4,3,21,0,118,19
1110,G1A,1163,382,624,597,1124,83,17,62,0,267,19
1111,G1B,1320,1441,1123,2329,981,72,32,126,2,310,32
1112,G1G2,372,701,453,1375,38,2,3,12,0,96,0
1113,G20,909,785,848,2048,228,2,15,37,0,186,26
1114,G21,1483,1012,1099,2135,972,17,22,80,1,298,69
1115,G22,524,690,564,1523,95,6,8,26,0,104,16
1116,G23,635,318,567,1029,289,2,15,25,0,140,20
1117,G24,681,302,542,849,403,4,19,46,0,185,19
1118,G25,746,462,577,1228,372,5,5,33,0,129,13
1119,G26,1710,454,1080,1250,1479,5,32,114,0,273,91
1120,G27,1080,921,1006,2223,452,4,11,64,0,199,54
1121,G28,455,296,377,801,178,2,8,27,0,97,15
1122,G29,717,354,580,970,425,4,28,39,0,165,20
1123,G2A,2262,869,1256,1403,2210,29,63,182,1,445,54
1124,G2B,2022,895,1488,1577,1885,28,75,200,1,581,58
1125,G2C-1,1278,625,963,1163,1143,13,33,126,1,352,35
1126,G2C-2,1052,794,890,1231,935,12,37,127,0,325,69
1127,G2D,1600,1165,1345,1883,1409,17,37,193,1,452,118
1128,G2E-1,1246,258,601,426,1318,11,23,63,0,245,19
1129,G2E-2,1628,251,803,437,1697,20,33,117,3,360,15
1130,G30,553,625,549,1465,84,1,8,43,0,91,35
1131,G31,549,382,564,1199,103,4,14,27,0,133,15
1132,G32,816,793,774,1955,167,6,9,56,0,120,70
1133,G33,569,534,542,1462,49,2,8,15,0,92,17
1134,G34,600,575,587,1556,79,1,8,22,0,81,15
1135,G35,486,320,411,1089,25,0,5,14,0,65,19
1136,G36,825,422,703,1296,384,6,11,67,0,156,30
1137,G37,1429,374,923,1052,1159,3,24,145,0,308,35
1138,G38,1032,528,824,1533,475,3,21,86,0,216,50
1139,G39,613,320,527,1034,153,1,48,48,0,142,34
1140,G3A-1,1911,610,1253,1039,1903,59,36,198,1,511,27
1141,G3A-2,1128,605,873,1047,988,56,24,119,1,349,22
1142,G3B,544,273,425,500,469,23,23,45,0,174,8
1143,G3C,497,420,408,722,388,28,13,24,0,138,12
1144,G40A1,519,517,620,1259,151,2,17,48,0,120,59
1145,G40A2,549,333,449,920,248,2,8,37,0,98,18
1146,G40B,530,479,574,1097,228,3,14,46,0,146,49
1147,G41A,562,370,565,927,297,1,16,51,0,187,18
1148,G41B,753,577,706,1417,291,6,13,91,0,139,79
1149,G42A,582,484,502,1135,251,2,14,46,0,101,19
1150,G42B,445,303,240,882,43,0,2,12,0,43,6
1151,G43,1587,471,1057,1246,1238,8,36,128,0,423,36
1152,G44,1189,204,1100,1260,633,4,54,55,0,451,36
1153,G45,847,96,1242,592,646,6,82,63,2,754,40
1154,G46,2221,87,832,146,2509,8,38,55,0,372,12
1155,G47,1354,218,1067,931,1127,15,51,92,0,375,48
1156,G48,1688,335,1288,1663,941,11,65,71,0,531,29
1157,G49,667,127,475,447,579,3,16,56,0,149,19
1158,G4A,640,334,536,681,499,17,17,83,0,198,15
1159,G4B,704,477,576,916,469,35,18,74,0,228,17
1160,G4C,959,326,702,549,930,35,29,94,0,321,29
1161,G50,2043,297,1138,699,1929,26,55,158,0,539,72
1162,G51,992,304,571,603,795,15,17,74,0,205,158
1163,G52,1403,114,454,251,1462,8,19,47,0,159,25
1164,G53,1995,113,687,241,2158,15,19,71,0,273,18
1165,G54,1856,144,702,370,1888,7,23,97,0,297,20
1166,G55,1621,202,521,393,1643,9,13,64,0,182,40
1167,G56,972,262,443,345,845,4,11,96,0,158,218
1168,G57,1225,189,452,352,1187,10,26,69,0,154,68
1169,G58,1157,199,555,384,1069,5,19,109,0,256,69
1170,G59,876,196,382,328,792,9,16,69,0,166,74
1171,G5A-1,1388,356,777,619,1386,17,32,129,0,304,34
1172,G5A-2,1003,549,659,752,1006,15,31,132,0,240,35
1173,G5B-1,2089,253,843,412,2124,12,43,144,0,415,35
1174,G5B-2,1395,310,696,479,1387,7,35,123,1,316,53
1175,G5C,1143,367,720,643,1090,20,25,124,0,309,19
1176,G60,1159,268,605,540,989,7,35,117,0,227,117
1177,G61,1235,251,556,466,1124,7,24,88,0,244,89
1178,G62,721,289,546,749,476,8,17,81,0,164,61
1179,G63,906,355,608,903,651,2,14,54,0,212,33
1180,G64,1499,391,941,956,1314,13,36,110,0,351,51
1181,G65,1093,509,946,1246,750,7,23,141,0,285,96
1182,G66,970,568,902,1336,609,8,15,110,0,238,124
1183,G67,978,43,697,83,1206,6,31,33,0,355,4
1184,G68,1010,25,876,22,1292,2,25,23,1,544,2
1185,G69,1628,129,754,486,1640,5,55,48,0,253,24
1186,G6A,1163,1964,1320,3154,689,86,21,101,2,377,17
1187,G6B,350,471,265,831,144,11,3,10,0,87,0
1188,G6C,686,629,548,1102,491,47,17,39,0,162,5
1189,G70,1843,45,764,38,2155,7,40,43,0,364,5
1190,G71,1820,77,592,66,2084,4,34,45,0,229,27
1191,G72,1857,109,648,142,2005,8,36,102,0,284,37
1192,G73,1215,29,290,47,1332,1,18,22,0,108,6
1193,G74,1647,53,418,40,1861,4,18,38,0,153,4
1194,G75,1298,88,369,153,1404,4,16,41,0,110,27
1195,G7A,342,595,296,901,197,10,4,37,1,79,4
1196,G7B,332,482,342,864,155,10,6,19,1,97,4
1197,G8A,1633,776,1324,1340,1509,35,48,216,2,523,60
1198,G8B,877,708,1053,1104,777,21,32,182,1,433,88
1199,G8C,1000,510,841,864,937,39,28,138,0,325,20
1200,G8D,974,831,1088,1523,744,32,32,167,0,370,25
1201,G9A,1116,766,883,1303,896,39,24,130,1,333,39
1202,G9B-1,1601,1292,1615,2190,1367,92,38,192,1,589,39
1203,G9B-2,1543,1394,1536,2157,1357,108,42,216,2,527,64
1204,GALATI,392,66,148,312,261,2,2,1,0,28,0
1205,GAPL,1512,97,314,250,1548,3,4,10,0,107,1
1206,GARL,621,328,254,548,520,5,5,40,0,85,0
1207,GASTON,1667,267,504,674,1561,7,10,18,0,168,0
1208,GB,1911,843,1933,3210,472,12,30,143,0,747,73
1209,GB12,992,2185,1697,3391,734,9,39,148,0,506,47
1210,GC09,614,1067,913,2193,196,2,11,20,0,162,10
1211,GCK,363,328,382,960,7,12,7,7,0,73,7
1212,GCRK,49,258,159,426,0,11,2,0,0,27,0
1213,GIB,895,887,897,1695,586,8,16,27,0,335,12
1214,GIDD,557,362,265,554,367,3,5,112,0,142,1
1215,GILEA,454,871,728,1714,164,6,2,20,0,143,4
